State,Year,TimeInterval,name,Unit,Measure,Value
CA,2013,Annual,California,Rate,Opioid Overdose Deaths by Methadone,0.920707589
CA,2014,Annual,California,Rate,Opioid Overdose Deaths by Methadone,0.904601917
CA,2015,Annual,California,Rate,Opioid Overdose Deaths by Methadone,0.781125097
CA,2016,Annual,California,Rate,Opioid Overdose Deaths by Methadone,0.75428231
CA,2017,Annual,California,Rate,Opioid Overdose Deaths by Methadone,0.679122507
CA,2018,Annual,California,Rate,Opioid Overdose Deaths by Methadone,0.628121212
CO,2005,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,1.093614168
CO,2006,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,1.232801426
CO,2007,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,1.15326585
CO,2008,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,0.95442691
CO,2009,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,1.133381956
CO,2010,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,0.95442691
CO,2011,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,1.212917532
CO,2012,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,0.855007441
CO,2013,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,0.815239653
CO,2014,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,1.014078592
CO,2015,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,0.676052395
CO,2016,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,1.15326585
CO,2017,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,1.15326585
CO,2018,Annual,Colorado,Rate,Opioid Overdose Deaths by Methadone,1.093614168
CT,2005,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,0.97926833
CT,2006,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,1.650766613
CT,2007,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,1.594808423
CT,2008,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,1.315017472
CT,2009,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,1.175121996
CT,2010,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,1.203101091
CT,2011,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,0.895331044
CT,2012,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,0.671498283
CT,2013,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,1.370975662
CT,2014,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,1.398954757
CT,2015,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,2.01449485
CT,2016,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,2.01449485
CT,2017,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,2.658014038
CT,2018,Annual,Connecticut,Rate,Opioid Overdose Deaths by Methadone,2.126411231
DC,2005,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,
DC,2006,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,1.994273112
DC,2007,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,
DC,2008,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,
DC,2009,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,
DC,2010,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,
DC,2011,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,1.828083686
DC,2012,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,
DC,2013,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,
DC,2014,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,
DC,2015,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,
DC,2016,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,3.489977947
DC,2017,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,3.988546225
DC,2018,Annual,District Of Columbia,Rate,Opioid Overdose Deaths by Methadone,1.66189426
DE,2005,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,
DE,2006,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,1.447767876
DE,2007,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,2.004601675
DE,2008,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,2.004601675
DE,2009,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,2.338701954
DE,2010,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,2.227335194
DE,2011,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,2.561435473
DE,2012,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,1.225034357
DE,2013,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,2.338701954
DE,2014,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,2.672802233
DE,2015,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,1.559134636
DE,2016,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,1.225034357
DE,2017,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,1.670501395
DE,2018,Annual,Delaware,Rate,Opioid Overdose Deaths by Methadone,2.672802233
FL,2005,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,2.287074677
FL,2006,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,2.744489613
FL,2007,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,3.021066085
FL,2008,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,2.462594362
FL,2009,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,2.505144588
FL,2010,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,2.334943682
FL,2011,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,2.43600047
FL,2012,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,1.792428294
FL,2013,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,1.441388924
FL,2014,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,1.207362678
FL,2015,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,1.116943447
FL,2016,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,1.079711999
FL,2017,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,0.930786206
FL,2018,Annual,Florida,Rate,Opioid Overdose Deaths by Methadone,0.994611546
GA,2005,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,1.269657367
GA,2006,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,1.414171214
GA,2007,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,1.73416616
GA,2008,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,1.424493631
GA,2009,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,1.703198907
GA,2010,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,1.548362643
GA,2011,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,1.455460884
GA,2012,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,1.661909236
GA,2013,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,1.135465938
GA,2014,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,1.279979785
GA,2015,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,1.187078026
GA,2016,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,1.187078026
GA,2017,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,0.856760662
GA,2018,Annual,Georgia,Rate,Opioid Overdose Deaths by Methadone,0.86708308
HI,2005,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,1.323236548
HI,2006,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,1.39674969
HI,2007,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,1.470262832
HI,2008,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,0.735131416
HI,2009,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,1.470262832
HI,2010,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,1.029183982
HI,2011,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,1.39674969
HI,2012,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,1.176210265
HI,2013,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,1.249723407
HI,2014,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,0.735131416
HI,2015,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,
HI,2016,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,1.102697124
HI,2017,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,
HI,2018,Annual,Hawaii,Rate,Opioid Overdose Deaths by Methadone,
IA,2005,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,0.689348418
IA,2006,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,0.722174533
IA,2007,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,1.21456626
IA,2008,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,0.886305109
IA,2009,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,1.017609569
IA,2010,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,1.280218491
IA,2011,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,1.21456626
IA,2012,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,1.345870721
IA,2013,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,0.787826763
IA,2014,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,0.525217842
IA,2015,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,0.787826763
IA,2016,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,0.426739497
IA,2017,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,0.525217842
IA,2018,Annual,Iowa,Rate,Opioid Overdose Deaths by Methadone,0.328261151
ID,2005,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,0.82930271
ID,2006,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,2.232738064
ID,2007,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,1.467227871
ID,2008,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,1.14826529
ID,2009,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,1.020680258
ID,2010,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,1.658605419
ID,2011,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,1.403435355
ID,2012,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,0.765510193
ID,2013,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,0.701717677
ID,2014,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,1.14826529
ID,2015,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,0.765510193
ID,2016,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,0.956887742
ID,2017,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,0.893095226
ID,2018,Annual,Idaho,Rate,Opioid Overdose Deaths by Methadone,0.637925161
IL,2005,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,0.631301716
IL,2006,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,0.7092402
IL,2007,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,0.763797138
IL,2008,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,0.646889413
IL,2009,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,0.685858655
IL,2010,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,0.615714019
IL,2011,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,0.654683261
IL,2012,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,0.818354076
IL,2013,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,0.717034048
IL,2014,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,0.826147925
IL,2015,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,0.771590986
IL,2016,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,0.958643347
IL,2017,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,1.208046494
IL,2018,Annual,Illinois,Rate,Opioid Overdose Deaths by Methadone,1.208046494
IN,2005,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,0.786575531
IN,2006,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,0.755729432
IN,2007,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,1.21842092
IN,2008,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,1.295536168
IN,2009,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,1.23384397
IN,2010,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,0.956229077
IN,2011,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,0.879113829
IN,2012,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,0.709460283
IN,2013,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,0.524383687
IN,2014,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,0.570652836
IN,2015,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,0.555229786
IN,2016,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,0.524383687
IN,2017,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,0.755729432
IN,2018,Annual,Indiana,Rate,Opioid Overdose Deaths by Methadone,0.848267729
KS,2005,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,1.577221832
KS,2006,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,1.542172458
KS,2007,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,1.577221832
KS,2008,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,0.771086229
KS,2009,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,1.577221832
KS,2010,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,0.946333099
KS,2011,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,0.946333099
KS,2012,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,1.156629344
KS,2013,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,1.051481222
KS,2014,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,1.191678718
KS,2015,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,0.911283725
KS,2016,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,0.350493741
KS,2017,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,0.595839359
KS,2018,Annual,Kansas,Rate,Opioid Overdose Deaths by Methadone,0.490691237
KY,2005,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,3.594994385
KY,2006,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,3.917622086
KY,2007,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,3.571949549
KY,2008,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,2.903649311
KY,2009,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,2.120124894
KY,2010,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,2.719290625
KY,2011,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,2.373618088
KY,2012,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,1.820542028
KY,2013,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,1.613138506
KY,2014,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,1.359645312
KY,2015,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,1.382690148
KY,2016,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,1.106152119
KY,2017,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,1.129196954
KY,2018,Annual,Kentucky,Rate,Opioid Overdose Deaths by Methadone,0.852658925
LA,2005,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,2.227922174
LA,2006,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,2.58086034
LA,2007,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,2.338215351
LA,2008,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,1.036755863
LA,2009,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,0.419114072
LA,2010,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,0.397055437
LA,2011,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,0.308820895
LA,2012,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,0.57352452
LA,2013,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,0.441172708
LA,2014,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,0.441172708
LA,2015,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,0.352938166
LA,2016,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,0.352938166
LA,2017,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,0.220586354
LA,2018,Annual,Louisiana,Rate,Opioid Overdose Deaths by Methadone,0.352938166
MA,2005,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.420361477
MA,2006,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,2.260360201
MA,2007,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.909088007
MA,2008,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.221816325
MA,2009,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.771633671
MA,2010,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.267634437
MA,2011,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.038543876
MA,2012,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.313452549
MA,2013,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.435634181
MA,2014,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.343997957
MA,2015,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.252361733
MA,2016,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.450906886
MA,2017,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.206543621
MA,2018,Annual,Massachusetts,Rate,Opioid Overdose Deaths by Methadone,1.343997957
MD,2005,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,2.511452222
MD,2006,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,3.083024107
MD,2007,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,3.481392391
MD,2008,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,2.667335464
MD,2009,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,2.355568981
MD,2010,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,2.979101946
MD,2011,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,2.892500145
MD,2012,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,2.944461226
MD,2013,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,2.390209701
MD,2014,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,2.650015103
MD,2015,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,3.152305548
MD,2016,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,3.41211095
MD,2017,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,4.174206797
MD,2018,Annual,Maryland,Rate,Opioid Overdose Deaths by Methadone,3.238907349
ME,2005,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,4.592125183
ME,2006,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,3.538194813
ME,2007,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,3.387633332
ME,2008,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,3.764037035
ME,2009,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,3.011229628
ME,2010,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,2.710106665
ME,2011,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,2.408983702
ME,2012,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,1.882018518
ME,2013,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,2.559545184
ME,2014,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,2.18314148
ME,2015,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,2.710106665
ME,2016,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,2.785387406
ME,2017,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,2.258422221
ME,2018,Annual,Maine,Rate,Opioid Overdose Deaths by Methadone,1.355053333
MI,2005,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.274833968
MI,2006,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.497424026
MI,2007,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.548012675
MI,2008,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.517659486
MI,2009,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.811073653
MI,2010,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.598601325
MI,2011,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.487306296
MI,2012,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.315304888
MI,2013,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.649189975
MI,2014,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.477188566
MI,2015,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.730131814
MI,2016,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.507541756
MI,2017,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.497424026
MI,2018,Annual,Michigan,Rate,Opioid Overdose Deaths by Methadone,1.355775807
MN,2005,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,0.659888667
MN,2006,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,0.999259982
MN,2007,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,1.036967906
MN,2008,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,1.131237715
MN,2009,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,1.47060903
MN,2010,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,1.168945639
MN,2011,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,1.093529792
MN,2012,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,1.263215449
MN,2013,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,1.432901106
MN,2014,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,1.527170916
MN,2015,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,1.036967906
MN,2016,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,1.263215449
MN,2017,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,0.942698096
MN,2018,Annual,Minnesota,Rate,Opioid Overdose Deaths by Methadone,0.829574325
MO,2005,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,1.419285959
MO,2006,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,1.469378405
MO,2007,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,1.486075886
MO,2008,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,1.486075886
MO,2009,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,1.33579855
MO,2010,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,1.302403586
MO,2011,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,1.218916176
MO,2012,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,1.035243876
MO,2013,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,0.901664021
MO,2014,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,0.884966539
MO,2015,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,1.035243876
MO,2016,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,0.684596757
MO,2017,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,0.53431942
MO,2018,Annual,Missouri,Rate,Opioid Overdose Deaths by Methadone,0.667899275
MS,2005,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,0.775116208
MS,2006,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,0.741415504
MS,2007,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,1.044721846
MS,2008,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,0.505510571
MS,2009,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,0.606612685
MS,2010,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,0.707714799
MS,2011,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,0.471809866
MS,2012,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,0.741415504
MS,2013,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,0.404408457
MS,2014,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,
MS,2015,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,0.404408457
MS,2016,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,
MS,2017,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,
MS,2018,Annual,Mississippi,Rate,Opioid Overdose Deaths by Methadone,0.404408457
MT,2005,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,1.516047361
MT,2006,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,2.72888525
MT,2007,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,2.72888525
MT,2008,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,2.627815426
MT,2009,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,3.739583491
MT,2010,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,1.212837889
MT,2011,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,2.021396482
MT,2012,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,1.313907713
MT,2013,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,1.414977537
MT,2014,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,1.617117185
MT,2015,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,
MT,2016,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,
MT,2017,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,
MT,2018,Annual,Montana,Rate,Opioid Overdose Deaths by Methadone,
NC,2005,Annual,North Carolina,Rate,Opioid Overdose Deaths by Methadone,3.135656579
NC,2006,Annual,North Carolina,Rate,Opioid Overdose Deaths by Methadone,3.534168117
NC,2007,Annual,North Carolina,Rate,Opioid Overdose Deaths by Methadone,3.492219534
NC,2008,Annual,North Carolina,Rate,Opioid Overdose Deaths by Methadone,3.15663087
NC,2009,Annual,North Carolina,Rate,Opioid Overdose Deaths by Methadone,2.611299291
NC,2010,Annual,North Carolina,Rate,Opioid Overdose Deaths by Methadone,1.992557692
NC,2011,Annual,North Carolina,Rate,Opioid Overdose Deaths by Methadone,2.139377733
NC,2012,Annual,North Carolina,Rate,Opioid Overdose Deaths by Methadone,1.929634818
NC,2013,Annual,North Carolina,Rate,Opioid Overdose Deaths by Methadone,1.719891903
NC,2014,Annual,North Carolina,Rate,Opioid Overdose Deaths by Methadone,1.373816093
